0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 25, 0, 0, 0, 0, 0, 0, 17, 12770, 1530, 0, 0, 0, 0, 0, 0, 753, 104994, 1210, 0, 0, 0, 0, 0, 0, 3945, 96032, 116, 0, 0, 0, 0, 0, 0, 1561, 7147, 0, 0, 0, 0, 0, 0, 0, 17, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1489, 77, 0, 0, 0, 0, 0, 0, 43, 91079, 5242, 0, 0, 0, 0, 0, 0, 5949, 283472, 1320, 0, 0, 0, 0, 0, 0, 7455, 105852, 108, 0, 0, 0, 0, 0, 0, 923, 9164, 7, 0, 0, 0, 0, 0, 0, 141, 1690, 3, 0, 0, 0, 0, 0, 0, 22, 53, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 12262, 938, 0, 0, 0, 0, 0, 0, 1068, 94894, 695, 0, 0, 0, 0, 0, 0, 2112, 72743, 243, 0, 0, 0, 0, 0, 0, 1036, 20437, 28, 0, 0, 0, 0, 0, 0, 297, 3378, 1, 0, 0, 0, 0, 0, 0, 126, 421, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7220, 851, 0, 0, 0, 0, 0, 0, 315, 93426, 1480, 0, 0, 0, 0, 0, 0, 4062, 85432, 133, 0, 0, 0, 0, 0, 0, 1252, 12635, 36, 0, 0, 0, 0, 0, 0, 257, 3278, 2, 0, 0, 0, 0, 0, 0, 35, 267, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1896, 106, 0, 0, 0, 0, 0, 0, 60, 161620, 10892, 0, 0, 0, 0, 0, 0, 10347, 659771, 3039, 0, 0, 0, 0, 0, 0, 17566, 233009, 603, 0, 0, 0, 0, 0, 0, 2175, 47099, 289, 0, 0, 0, 0, 0, 0, 971, 23108, 66, 0, 0, 0, 0, 0, 0, 489, 11712, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 963, 164, 0, 0, 0, 0, 0, 0, 40, 46808, 2347, 0, 0, 0, 0, 0, 0, 2482, 188619, 1452, 0, 0, 0, 0, 0, 0, 5237, 91795, 473, 0, 0, 0, 0, 0, 0, 1854, 33034, 52, 0, 0, 0, 0, 0, 0, 522, 4247, 14, 0, 0, 0, 0, 0, 0, 97, 1671, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2287, 345, 0, 0, 0, 0, 0, 0, 153, 42121, 510, 0, 0, 0, 0, 0, 0, 1537, 33910, 75, 0, 0, 0, 0, 0, 0, 617, 4319, 10, 0, 0, 0, 0, 0, 0, 31, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 154, 0, 0, 0, 0, 0, 0, 19, 64042, 1288, 0, 0, 0, 0, 0, 0, 2410, 65944, 217, 0, 0, 0, 0, 0, 0, 1973, 19640, 0, 0, 0, 0, 0, 0, 0, 36, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 25, 0, 0, 0, 0, 0, 0, 4, 5907, 405, 0, 0, 0, 0, 0, 0, 240, 24846, 199, 0, 0, 0, 0, 0, 0, 994, 11427, 40, 0, 0, 0, 0, 0, 0, 192, 2219, 12, 0, 0, 0, 0, 0, 0, 64, 841, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1172, 176, 0, 0, 0, 0, 0, 0, 33, 18943, 853, 0, 0, 0, 0, 0, 0, 845, 44100, 237, 0, 0, 0, 0, 0, 0, 1402, 16511, 6, 0, 0, 0, 0, 0, 0, 173, 1140, 7, 0, 0, 0, 0, 0, 0, 24, 227, 0
